0.380848, 0.481106
0.698771, 0.487350
0.465925, 0.472272
0.442284, 0.494013
0.477038, 0.483430
0.500459, 0.489069
0.490269, 0.492809
0.489841, 0.511166
0.451879, 0.510656
0.416126, 0.518120
0.456791, 0.499681
0.445715, 0.497966
0.425017, 0.498971
0.478948, 0.501389
0.433293, 0.520297
0.581698, 0.491209
0.428886, 0.492924
0.316820, 0.501969
0.524750, 0.477052
0.536152, 0.470470
0.451323, 0.485429
0.442935, 0.485576
0.531607, 0.558106
0.383632, 0.479812
0.416878, 0.485524
0.438722, 0.513019
0.433584, 0.484837
0.454963, 0.481117
0.430874, 0.490433
0.459060, 0.520206
0.453922, 0.489000
0.412012, 0.488528
0.411715, 0.479519
0.492440, 0.479573
0.428865, 0.492793
0.500011, 0.546251
0.488088, 0.514217
0.419554, 0.446460
0.499124, 0.490450
0.470694, 0.499946
0.544881, 0.470959
0.356865, 0.457747
0.360835, 0.450931
0.322280, 0.495019
0.372262, 0.484760
0.456380, 0.507464
0.519609, 0.482931
0.549929, 0.556058
0.588885, 0.468720
0.654662, 0.472188
0.643610, 0.472613
0.363701, 0.460280
0.406748, 0.483458
0.438887, 0.476518
0.433458, 0.440592
0.496820, 0.454236
0.546650, 0.470297
0.478689, 0.491774
0.282530, 0.478931
0.331143, 0.479514
0.533026, 0.469497
0.614151, 0.484351
0.487092, 0.465238
0.689864, 0.470508
0.714223, 0.510460
0.621724, 0.523016
0.508428, 0.495252
0.524753, 0.454367
0.470153, 0.478737
0.339160, 0.438048
0.285283, 0.471714
0.346996, 0.439169
0.276173, 0.465518
0.320899, 0.466644
0.381124, 0.466351
0.439582, 0.495546
0.501727, 0.483324
0.421123, 0.501421
0.447396, 0.488836
0.400440, 0.481795
0.447142, 0.478065
0.487931, 0.471659
0.544775, 0.464461
0.328958, 0.418390
0.442472, 0.427772
0.418885, 0.403650
0.488066, 0.491251
0.549453, 0.496209
0.257927, 0.501309
0.275430, 0.508961
0.666286, 0.593669
0.648550, 0.491694
0.528559, 0.491370
0.469836, 0.474173
0.485977, 0.499391
0.516938, 0.585947
0.464564, 0.497762
0.683237, 0.684119
0.462742, 0.516493
0.531191, 0.468837
0.642007, 0.555002
0.546102, 0.539105
0.343601, 0.467937
0.361795, 0.462604
0.241264, 0.484266
0.413061, 0.487408
0.611294, 0.481802
0.699406, 0.606364
0.610749, 0.461089
0.658681, 0.558510
0.293755, 0.465853
0.573275, 0.544618
0.558622, 0.548894
0.383505, 0.438830
0.537082, 0.536000
0.537512, 0.482787
0.369720, 0.465020
0.312174, 0.489614
0.388334, 0.464305
0.357710, 0.478861
0.288739, 0.484122
0.371553, 0.496244
0.374380, 0.491486
0.368151, 0.486199
0.436942, 0.468216
0.540811, 0.459619
0.424063, 0.453621
0.531992, 0.487041
0.484429, 0.484018
0.415626, 0.456250
0.457133, 0.481472
0.294729, 0.496693
0.330356, 0.506847
0.291306, 0.523851
0.297122, 0.514054
