0.631956, 0.441786
0.636233, 0.442121
0.585261, 0.437229
0.568590, 0.408577
0.632788, 0.407708
0.615364, 0.415473
0.730917, 0.400144
0.622632, 0.409298
0.570695, 0.408621
0.644961, 0.394719
0.544789, 0.378350
0.644907, 0.385294
0.628603, 0.381338
0.743719, 0.371362
0.819799, 0.386268
0.672461, 0.439117
0.562856, 0.437102
0.535183, 0.469784
0.536194, 0.474353
0.514833, 0.416766
0.659426, 0.433045
0.736850, 0.424647
0.716647, 0.432824
0.693218, 0.425285
0.710624, 0.424721
0.687085, 0.422652
0.644686, 0.433207
0.636605, 0.461668
0.666108, 0.432266
0.504222, 0.445898
0.634075, 0.450638
0.533253, 0.484065
0.529857, 0.425980
0.559408, 0.441687
0.605935, 0.400245
0.750204, 0.412757
0.629116, 0.403772
0.719259, 0.440690
0.734990, 0.407669
0.738957, 0.397926
0.645164, 0.396876
0.660468, 0.385126
0.733471, 0.403257
0.668867, 0.429288
0.602853, 0.425818
0.604169, 0.433121
0.457225, 0.452654
0.482727, 0.449361
0.469304, 0.477093
0.590156, 0.456887
0.585123, 0.409693
0.590975, 0.405853
0.472765, 0.425589
0.408596, 0.458439
0.395234, 0.460958
0.431993, 0.408323
0.583195, 0.420138
0.482472, 0.458981
0.488839, 0.468777
0.501415, 0.453264
0.408212, 0.462756
0.389268, 0.452142
0.474517, 0.436858
0.641423, 0.407377
0.570651, 0.408163
0.624675, 0.433529
0.589319, 0.418638
0.563028, 0.473253
0.523705, 0.476348
0.618166, 0.427960
0.629377, 0.461490
0.630345, 0.458177
0.600192, 0.448047
0.693857, 0.411990
0.648926, 0.400831
0.661387, 0.427339
0.612219, 0.463502
0.583427, 0.458544
0.705437, 0.414047
0.739948, 0.409177
0.722644, 0.421241
0.707952, 0.431098
0.736712, 0.430479
0.705362, 0.432307
0.694225, 0.420470
0.661368, 0.423920
0.643026, 0.425507
0.577147, 0.447968
0.618816, 0.420220
0.533407, 0.484381
0.673302, 0.415397
0.719825, 0.419793
0.744842, 0.412066
0.739637, 0.409265
0.789848, 0.422239
0.802025, 0.410074
0.807625, 0.435019
0.766880, 0.427321
0.472925, 0.398689
0.528582, 0.416694
0.543881, 0.400545
0.561660, 0.410381
0.656828, 0.414716
0.612530, 0.422485
0.516554, 0.441596
0.475566, 0.397260
0.569619, 0.403898
0.515694, 0.401890
0.528601, 0.406863
0.486606, 0.392290
0.506000, 0.406219
0.674427, 0.424798
0.681655, 0.424404
0.713735, 0.426140
0.707147, 0.420954
0.715618, 0.412263
0.705710, 0.409888
0.664658, 0.410183
0.718396, 0.405050
0.645867, 0.408371
0.687094, 0.407144
0.713410, 0.409946
