0.313080, 0.440923
0.589623, 0.384261
0.605917, 0.296230
0.651338, 0.459681
0.585416, 0.413564
0.646588, 0.451797
0.762915, 0.395527
0.769158, 0.400988
0.742349, 0.398756
0.608427, 0.499872
0.557158, 0.458676
0.555219, 0.431218
0.695143, 0.415193
0.536736, 0.474331
0.524599, 0.489308
0.710484, 0.425341
0.700492, 0.416152
0.678923, 0.475417
0.639081, 0.486034
0.615562, 0.513137
0.686060, 0.354612
0.515147, 0.476924
0.535129, 0.439609
0.727359, 0.379725
0.674092, 0.399296
0.803247, 0.403917
0.512856, 0.476629
0.539039, 0.482136
0.743488, 0.456983
0.646800, 0.427669
0.587969, 0.377789
0.580126, 0.379823
0.661718, 0.391352
0.648275, 0.504609
0.452664, 0.511255
0.446133, 0.496165
0.559362, 0.522738
0.695528, 0.419484
0.703375, 0.437360
0.530457, 0.456560
0.875681, 0.202698
0.612017, 0.421259
0.629150, 0.407610
0.621310, 0.397056
0.645916, 0.427127
0.689344, 0.419053
0.595391, 0.373312
0.428958, 0.326378
0.696037, 0.395992
0.714537, 0.426910
0.736952, 0.424829
0.744736, 0.413697
0.744936, 0.409131
0.735171, 0.430717
0.711281, 0.426042
0.726129, 0.400219
0.784316, 0.368842
0.620945, 0.446737
0.820527, 0.217745
0.785787, 0.255238
0.793408, 0.258620
0.725580, 0.287301
0.807349, 0.242114
0.817605, 0.274573
0.808794, 0.274523
0.660074, 0.479480
0.669284, 0.478794
0.745808, 0.487511
0.731859, 0.514710
0.756317, 0.505329
0.720791, 0.474649
0.796035, 0.393577
0.762466, 0.327969
0.762666, 0.328135
0.736559, 0.383001
0.817657, 0.354886
0.801655, 0.354951
0.804693, 0.403143
0.677661, 0.430225
0.692150, 0.327467
0.670510, 0.346374
0.634756, 0.382041
0.619557, 0.423864
0.629769, 0.420252
0.629509, 0.339210
0.652181, 0.349840
0.652489, 0.361227
0.667915, 0.341972
0.684290, 0.337743
0.469372, 0.539890
0.652077, 0.499302
0.626056, 0.380289
0.638299, 0.332449
0.677571, 0.365303
0.619768, 0.462172
0.581170, 0.368937
0.663463, 0.427948
0.616292, 0.398988
0.570672, 0.466284
0.586617, 0.460999
0.532950, 0.412786
0.525741, 0.356109
0.690131, 0.411553
0.609714, 0.460205
0.591346, 0.373310
0.699308, 0.394791
0.581374, 0.402854
0.609154, 0.457677
0.669914, 0.398764
0.412128, 0.326259
0.535841, 0.381654
0.576617, 0.442625
0.579872, 0.437487
0.841958, 0.129204
0.711857, 0.467435
0.706435, 0.457735
0.664960, 0.398302
0.679358, 0.462948
0.651229, 0.514952
0.612979, 0.476999
0.621330, 0.489115
0.622757, 0.471234
0.715906, 0.485694
0.669847, 0.457871
0.682534, 0.450331
0.625631, 0.440933
0.657378, 0.408604
0.669637, 0.373415
0.448595, 0.456552
0.635430, 0.444653
0.449230, 0.427752
0.755731, 0.519074
0.695755, 0.463594
0.663815, 0.401817
0.502594, 0.501954
0.625215, 0.472665
0.635809, 0.448803
0.776812, 0.547633
0.743676, 0.483867
0.504611, 0.518749
0.550318, 0.456946
0.444845, 0.474281
0.748078, 0.427370
0.627642, 0.465597
0.703792, 0.436819
0.747247, 0.438576
0.635076, 0.446091
0.640140, 0.436895
0.567759, 0.378014
0.642437, 0.442454
0.697041, 0.419812
0.562819, 0.452791
0.780467, 0.369849
